invoice_id,Branch,City,category,unit_price,quantity,date,time,payment_method,rating,profit_margin,total_amount
1684,Walm090,Brownwood,Fashion Accessories,81.0,3.0,2023-11-28,11:06:00,Ewallet,5.0,0.33,243.0
1685,Walm047,Flower Mound,Home And Lifestyle,70.0,3.0,2021-10-19,16:05:00,Ewallet,8.0,0.48,210.0
1686,Walm051,New Braunfels,Fashion Accessories,24.0,3.0,2022-10-24,11:48:00,Ewallet,8.0,0.48,72.0
1687,Walm048,Harlingen,Home And Lifestyle,77.0,1.0,2023-08-25,22:06:00,Ewallet,7.0,0.48,77.0
1688,Walm083,Farmers Branch,Fashion Accessories,48.0,3.0,2023-02-13,12:28:00,Ewallet,9.0,0.33,144.0
1689,Walm068,Burleson,Home And Lifestyle,33.0,2.0,2023-03-03,18:38:00,Ewallet,7.0,0.33,66.0
1690,Walm037,League City,Fashion Accessories,59.0,3.0,2023-12-12,21:15:00,Ewallet,5.0,0.48,177.0
1691,Walm061,Cedar Park,Home And Lifestyle,84.0,1.0,2022-03-17,18:24:00,Ewallet,9.0,0.33,84.0
1692,Walm095,Big Spring,Fashion Accessories,58.0,1.0,2021-06-21,17:12:00,Ewallet,6.0,0.33,58.0
1693,Walm002,Dallas,Home And Lifestyle,59.0,3.0,2023-02-07,09:59:00,Ewallet,5.0,0.36,177.0
1694,Walm063,Georgetown,Fashion Accessories,54.0,2.0,2020-08-05,17:17:00,Ewallet,9.0,0.33,108.0
1695,Walm062,Galveston,Home And Lifestyle,85.0,2.0,2022-03-19,15:10:00,Ewallet,8.0,0.33,170.0
1696,Walm076,Huntsville,Fashion Accessories,85.0,1.0,2020-07-28,20:12:00,Ewallet,8.0,0.33,85.0
1697,Walm052,Mansfield,Home And Lifestyle,58.0,3.0,2020-09-15,13:34:00,Ewallet,7.0,0.57,174.0
1698,Walm005,Fort Worth,Fashion Accessories,47.0,1.0,2021-10-25,06:38:00,Ewallet,5.0,0.48,47.0
1699,Walm052,Mansfield,Home And Lifestyle,19.0,1.0,2022-02-12,13:30:00,Ewallet,6.0,0.57,19.0
1700,Walm027,Abilene,Fashion Accessories,70.0,3.0,2021-11-18,10:19:00,Ewallet,9.0,0.48,210.0
1701,Walm036,Allen,Home And Lifestyle,24.0,3.0,2023-11-06,17:37:00,Ewallet,4.0,0.48,72.0
1702,Walm017,Mckinney,Fashion Accessories,47.0,1.0,2023-07-29,19:01:00,Ewallet,7.0,0.48,47.0
1703,Walm036,Allen,Home And Lifestyle,42.0,2.0,2021-04-06,22:44:00,Ewallet,6.0,0.48,84.0
1704,Walm037,League City,Fashion Accessories,17.0,1.0,2023-03-01,17:20:00,Ewallet,4.0,0.48,17.0
1705,Walm024,Carrollton,Home And Lifestyle,77.0,3.0,2023-11-25,13:36:00,Ewallet,9.0,0.48,231.0
1706,Walm001,Houston,Fashion Accessories,44.0,2.0,2023-04-14,11:28:00,Ewallet,9.0,0.36,88.0
1707,Walm068,Burleson,Home And Lifestyle,67.0,3.0,2023-10-19,16:14:00,Ewallet,6.0,0.33,201.0
1708,Walm041,Mission,Fashion Accessories,34.0,1.0,2022-11-14,16:55:00,Ewallet,8.0,0.48,34.0
1709,Walm079,La Porte,Home And Lifestyle,78.0,1.0,2023-08-13,19:51:00,Ewallet,5.0,0.33,78.0
1710,Walm011,Lubbock,Fashion Accessories,25.0,1.0,2021-01-14,14:57:00,Ewallet,9.0,0.48,25.0
1711,Walm051,New Braunfels,Home And Lifestyle,49.0,1.0,2022-05-30,15:03:00,Ewallet,7.0,0.48,49.0
1712,Walm069,Rockwall,Fashion Accessories,52.0,2.0,2022-11-04,20:10:00,Ewallet,4.0,0.33,104.0
1713,Walm062,Galveston,Home And Lifestyle,73.0,1.0,2023-08-16,13:05:00,Ewallet,8.0,0.33,73.0
1714,Walm007,Arlington,Fashion Accessories,26.0,2.0,2022-05-17,22:40:00,Ewallet,5.0,0.48,52.0
1715,Walm037,League City,Home And Lifestyle,52.0,2.0,2021-01-26,08:14:00,Ewallet,6.0,0.48,104.0
1716,Walm024,Carrollton,Fashion Accessories,39.0,3.0,2023-03-28,17:08:00,Ewallet,6.0,0.48,117.0
1717,Walm006,El Paso,Home And Lifestyle,50.0,3.0,2023-09-21,06:35:00,Ewallet,6.0,0.48,150.0
1718,Walm006,El Paso,Fashion Accessories,37.0,3.0,2022-09-08,17:27:00,Ewallet,7.0,0.48,111.0
1719,Walm063,Georgetown,Home And Lifestyle,59.0,3.0,2023-07-02,09:24:00,Ewallet,9.0,0.33,177.0
1720,Walm069,Rockwall,Fashion Accessories,53.0,2.0,2020-07-02,12:54:00,Ewallet,7.0,0.33,106.0
1721,Walm020,Killeen,Home And Lifestyle,64.0,3.0,2021-04-17,13:53:00,Ewallet,7.0,0.48,192.0
1722,Walm017,Mckinney,Fashion Accessories,59.0,3.0,2020-09-04,12:28:00,Ewallet,9.0,0.48,177.0
1723,Walm098,Mineral Wells,Home And Lifestyle,68.0,1.0,2020-02-15,11:16:00,Ewallet,5.0,0.18,68.0
1724,Walm069,Rockwall,Fashion Accessories,55.0,2.0,2022-05-14,21:50:00,Ewallet,7.0,0.33,110.0
1725,Walm098,Mineral Wells,Home And Lifestyle,39.0,2.0,2023-03-22,14:52:00,Ewallet,6.0,0.18,78.0
1726,Walm079,La Porte,Fashion Accessories,82.0,1.0,2022-03-22,17:06:00,Ewallet,8.0,0.33,82.0
1727,Walm059,Pflugerville,Home And Lifestyle,61.0,3.0,2022-12-30,21:45:00,Ewallet,8.0,0.33,183.0
1728,Walm022,Mesquite,Fashion Accessories,28.0,3.0,2023-07-04,18:34:00,Ewallet,9.0,0.48,84.0
1729,Walm022,Mesquite,Home And Lifestyle,61.0,1.0,2021-02-11,16:54:00,Ewallet,4.0,0.48,61.0
1730,Walm006,El Paso,Fashion Accessories,84.0,1.0,2021-04-21,21:52:00,Ewallet,9.0,0.48,84.0
1731,Walm017,Mckinney,Home And Lifestyle,58.0,1.0,2021-12-20,13:57:00,Ewallet,8.0,0.48,58.0
1732,Walm015,Grand Prairie,Fashion Accessories,41.0,1.0,2022-04-01,11:04:00,Ewallet,4.0,0.48,41.0
1733,Walm053,Conroe,Home And Lifestyle,20.0,1.0,2020-10-15,21:37:00,Ewallet,5.0,0.57,20.0
1734,Walm033,Pearland,Fashion Accessories,31.0,1.0,2023-06-08,20:37:00,Ewallet,4.0,0.48,31.0
1735,Walm045,Missouri City,Home And Lifestyle,85.0,2.0,2022-10-03,08:19:00,Credit Card,8.0,0.48,170.0
1736,Walm002,Dallas,Fashion Accessories,54.0,1.0,2021-10-14,07:43:00,Ewallet,5.0,0.36,54.0
1737,Walm071,Lufkin,Home And Lifestyle,20.0,3.0,2020-05-23,15:22:00,Ewallet,4.0,0.33,60.0
1738,Walm077,Coppell,Fashion Accessories,43.0,3.0,2020-11-27,06:05:00,Ewallet,6.0,0.33,129.0
1739,Walm071,Lufkin,Home And Lifestyle,54.0,1.0,2022-10-10,22:03:00,Ewallet,7.0,0.33,54.0
1740,Walm093,Angleton,Fashion Accessories,51.0,3.0,2022-10-09,18:02:00,Ewallet,7.0,0.33,153.0
1741,Walm005,Fort Worth,Home And Lifestyle,45.0,3.0,2021-08-11,09:06:00,Ewallet,9.0,0.48,135.0
1742,Walm019,Pasadena,Fashion Accessories,40.0,1.0,2023-01-19,12:07:00,Ewallet,6.0,0.48,40.0
1743,Walm083,Farmers Branch,Home And Lifestyle,29.0,2.0,2023-01-05,16:14:00,Ewallet,8.0,0.33,58.0
1744,Walm092,Lake Jackson,Fashion Accessories,63.0,2.0,2021-12-09,14:20:00,Ewallet,7.0,0.33,126.0
1745,Walm015,Grand Prairie,Home And Lifestyle,41.0,1.0,2021-08-10,13:54:00,Ewallet,9.0,0.48,41.0
1746,Walm005,Fort Worth,Fashion Accessories,67.0,2.0,2023-02-09,21:00:00,Ewallet,8.0,0.48,134.0
1747,Walm033,Pearland,Home And Lifestyle,74.0,3.0,2022-08-16,18:53:00,Ewallet,5.0,0.48,222.0
1748,Walm026,Denton,Fashion Accessories,52.0,2.0,2021-05-03,08:59:00,Ewallet,9.0,0.48,104.0
1749,Walm076,Huntsville,Home And Lifestyle,57.0,1.0,2020-09-17,14:27:00,Ewallet,9.0,0.33,57.0
1750,Walm052,Mansfield,Fashion Accessories,30.0,3.0,2020-07-27,13:12:00,Ewallet,9.0,0.57,90.0
1751,Walm096,Eagle Pass,Home And Lifestyle,74.0,3.0,2021-11-05,19:28:00,Ewallet,4.0,0.33,222.0
1752,Walm080,Nacogdoches,Fashion Accessories,76.0,1.0,2023-08-08,06:21:00,Ewallet,9.0,0.33,76.0
1753,Walm052,Mansfield,Home And Lifestyle,47.0,3.0,2020-10-06,06:54:00,Ewallet,8.0,0.57,141.0
1754,Walm071,Lufkin,Fashion Accessories,26.0,3.0,2023-02-27,06:04:00,Ewallet,9.0,0.33,78.0
1755,Walm047,Flower Mound,Home And Lifestyle,25.0,1.0,2022-05-22,08:37:00,Ewallet,9.0,0.48,25.0
1756,Walm040,Edinburg,Fashion Accessories,73.0,1.0,2020-05-05,16:07:00,Ewallet,9.0,0.48,73.0
1757,Walm081,Friendswood,Home And Lifestyle,28.0,1.0,2021-12-16,12:03:00,Ewallet,4.0,0.33,28.0
1758,Walm072,Lancaster,Fashion Accessories,59.0,1.0,2021-02-16,09:16:00,Ewallet,8.0,0.33,59.0
1759,Walm026,Denton,Home And Lifestyle,68.0,2.0,2022-01-18,11:38:00,Ewallet,8.0,0.48,136.0
1760,Walm093,Angleton,Fashion Accessories,35.0,3.0,2021-04-13,07:30:00,Ewallet,4.0,0.33,105.0
1761,Walm077,Coppell,Home And Lifestyle,38.0,3.0,2022-06-03,08:05:00,Ewallet,8.0,0.33,114.0
1762,Walm091,Little Elm,Fashion Accessories,25.0,2.0,2021-11-23,11:26:00,Ewallet,6.0,0.33,50.0
1763,Walm008,Corpus Christi,Home And Lifestyle,47.0,2.0,2021-07-12,14:18:00,Ewallet,4.0,0.48,94.0
1764,Walm092,Lake Jackson,Fashion Accessories,34.0,2.0,2022-10-18,19:54:00,Ewallet,6.0,0.33,68.0
1765,Walm079,La Porte,Home And Lifestyle,70.0,2.0,2020-04-14,10:23:00,Ewallet,4.0,0.33,140.0
1766,Walm085,Kerrville,Fashion Accessories,75.0,2.0,2020-02-28,09:19:00,Ewallet,8.0,0.33,150.0
1767,Walm083,Farmers Branch,Home And Lifestyle,57.0,1.0,2020-01-30,14:17:00,Ewallet,6.0,0.33,57.0
1768,Walm100,Canyon,Fashion Accessories,83.0,1.0,2020-12-08,21:26:00,Ewallet,6.0,0.18,83.0
1769,Walm021,Mcallen,Home And Lifestyle,21.0,1.0,2021-03-04,13:31:00,Ewallet,4.0,0.48,21.0
1770,Walm016,Brownsville,Fashion Accessories,61.0,2.0,2023-11-29,20:59:00,Ewallet,9.0,0.48,122.0
1771,Walm037,League City,Home And Lifestyle,38.0,2.0,2023-02-02,13:11:00,Ewallet,7.0,0.48,76.0
1772,Walm053,Conroe,Fashion Accessories,72.0,2.0,2021-01-29,08:40:00,Ewallet,8.0,0.57,144.0
1773,Walm039,Longview,Home And Lifestyle,67.0,3.0,2023-06-14,17:10:00,Ewallet,7.0,0.48,201.0
1774,Walm068,Burleson,Fashion Accessories,77.0,3.0,2021-12-06,07:07:00,Ewallet,7.0,0.33,231.0
1775,Walm044,Pharr,Home And Lifestyle,32.0,3.0,2020-04-01,16:10:00,Ewallet,6.0,0.48,96.0
1776,Walm071,Lufkin,Fashion Accessories,84.0,3.0,2021-02-24,13:58:00,Ewallet,8.0,0.33,252.0
1777,Walm004,Austin,Home And Lifestyle,73.0,3.0,2021-07-30,21:22:00,Ewallet,7.0,0.48,219.0
1778,Walm083,Farmers Branch,Fashion Accessories,71.0,3.0,2021-12-29,17:31:00,Ewallet,5.0,0.33,213.0
1779,Walm044,Pharr,Home And Lifestyle,42.0,1.0,2023-04-02,13:13:00,Ewallet,6.0,0.48,42.0
1780,Walm042,Bryan,Fashion Accessories,55.0,2.0,2020-08-26,09:16:00,Ewallet,9.0,0.48,110.0
1781,Walm016,Brownsville,Home And Lifestyle,68.0,1.0,2021-12-10,18:50:00,Ewallet,7.0,0.48,68.0
1782,Walm059,Pflugerville,Fashion Accessories,40.0,2.0,2020-10-03,20:08:00,Ewallet,6.0,0.33,80.0
1783,Walm047,Flower Mound,Home And Lifestyle,72.0,3.0,2022-10-31,21:50:00,Ewallet,6.0,0.48,216.0
1784,Walm036,Allen,Fashion Accessories,53.0,1.0,2020-11-30,09:30:00,Ewallet,7.0,0.48,53.0
1785,Walm044,Pharr,Home And Lifestyle,16.0,3.0,2023-05-23,06:16:00,Ewallet,5.0,0.48,48.0
1786,Walm096,Eagle Pass,Fashion Accessories,29.0,1.0,2020-01-27,14:50:00,Ewallet,6.0,0.18,29.0
1787,Walm090,Brownwood,Home And Lifestyle,24.0,1.0,2023-03-14,17:14:00,Ewallet,7.0,0.33,24.0
1788,Walm097,Alice,Fashion Accessories,43.0,1.0,2023-10-30,12:15:00,Ewallet,8.0,0.18,43.0
1789,Walm008,Corpus Christi,Home And Lifestyle,75.0,3.0,2020-03-25,07:45:00,Ewallet,8.0,0.48,225.0
1790,Walm024,Carrollton,Fashion Accessories,59.0,2.0,2020-05-25,22:58:00,Ewallet,8.0,0.48,118.0
1791,Walm010,Laredo,Home And Lifestyle,28.0,1.0,2021-11-25,18:20:00,Ewallet,8.0,0.48,28.0
1792,Walm009,Plano,Fashion Accessories,16.0,1.0,2022-01-23,18:19:00,Ewallet,9.0,0.48,16.0
1793,Walm085,Kerrville,Home And Lifestyle,19.0,1.0,2022-06-04,20:16:00,Ewallet,5.0,0.33,19.0
1794,Walm024,Carrollton,Fashion Accessories,75.0,2.0,2021-07-11,08:01:00,Ewallet,6.0,0.48,150.0
1795,Walm079,La Porte,Home And Lifestyle,27.0,3.0,2020-08-26,11:24:00,Ewallet,7.0,0.33,81.0
1796,Walm096,Eagle Pass,Fashion Accessories,75.0,3.0,2022-05-06,14:27:00,Ewallet,6.0,0.18,225.0
1797,Walm091,Little Elm,Home And Lifestyle,24.0,2.0,2023-08-27,18:13:00,Ewallet,7.0,0.33,48.0
1798,Walm011,Lubbock,Fashion Accessories,33.0,3.0,2020-07-24,10:27:00,Ewallet,7.0,0.48,99.0
1799,Walm027,Abilene,Home And Lifestyle,74.0,1.0,2023-09-27,12:39:00,Ewallet,6.0,0.48,74.0
1800,Walm036,Allen,Fashion Accessories,77.0,2.0,2023-06-17,06:08:00,Ewallet,6.0,0.48,154.0
1801,Walm047,Flower Mound,Home And Lifestyle,61.0,2.0,2020-08-29,11:29:00,Ewallet,6.0,0.48,122.0
1802,Walm030,Richardson,Fashion Accessories,28.0,3.0,2023-01-18,10:03:00,Ewallet,8.0,0.48,84.0
1803,Walm006,El Paso,Home And Lifestyle,45.0,3.0,2020-12-21,09:43:00,Ewallet,6.0,0.48,135.0
1804,Walm042,Bryan,Fashion Accessories,40.0,1.0,2020-03-19,16:51:00,Ewallet,7.0,0.48,40.0
1805,Walm077,Coppell,Home And Lifestyle,16.0,1.0,2023-12-27,19:49:00,Ewallet,5.0,0.33,16.0
1806,Walm043,Baytown,Fashion Accessories,44.0,2.0,2021-08-12,12:26:00,Ewallet,7.0,0.48,88.0
1807,Walm062,Galveston,Home And Lifestyle,49.0,1.0,2023-03-14,10:44:00,Ewallet,9.0,0.33,49.0
1808,Walm024,Carrollton,Fashion Accessories,74.0,3.0,2021-06-22,07:04:00,Ewallet,8.0,0.48,222.0
1809,Walm008,Corpus Christi,Home And Lifestyle,23.0,1.0,2023-12-05,17:04:00,Ewallet,5.0,0.48,23.0
1810,Walm076,Huntsville,Fashion Accessories,46.0,3.0,2023-11-12,19:23:00,Ewallet,7.0,0.33,138.0
1811,Walm041,Mission,Home And Lifestyle,47.0,3.0,2021-05-09,18:54:00,Ewallet,7.0,0.48,141.0
1812,Walm081,Friendswood,Fashion Accessories,58.0,1.0,2020-07-02,19:15:00,Ewallet,5.0,0.33,58.0
1813,Walm044,Pharr,Home And Lifestyle,77.0,1.0,2022-06-01,08:04:00,Ewallet,8.0,0.48,77.0
1814,Walm047,Flower Mound,Fashion Accessories,26.0,2.0,2021-09-19,20:21:00,Ewallet,5.0,0.48,52.0
1815,Walm036,Allen,Home And Lifestyle,24.0,1.0,2023-10-09,06:11:00,Ewallet,8.0,0.48,24.0
1816,Walm097,Alice,Fashion Accessories,46.0,2.0,2023-04-20,07:10:00,Ewallet,6.0,0.18,92.0
1817,Walm076,Huntsville,Home And Lifestyle,15.0,3.0,2020-11-04,15:12:00,Ewallet,9.0,0.33,45.0
1818,Walm070,Hurst,Fashion Accessories,27.0,1.0,2021-06-01,10:14:00,Ewallet,4.0,0.33,27.0
1819,Walm031,Lewisville,Home And Lifestyle,68.0,2.0,2020-12-20,09:25:00,Ewallet,6.0,0.48,136.0
1820,Walm009,Plano,Fashion Accessories,64.0,2.0,2021-03-16,13:36:00,Ewallet,5.0,0.48,128.0
1821,Walm091,Little Elm,Home And Lifestyle,40.0,3.0,2021-03-10,08:54:00,Ewallet,7.0,0.33,120.0
1822,Walm048,Harlingen,Fashion Accessories,15.0,3.0,2021-04-20,16:05:00,Ewallet,4.0,0.48,45.0
1823,Walm042,Bryan,Home And Lifestyle,73.0,3.0,2023-02-08,17:16:00,Ewallet,5.0,0.48,219.0
1824,Walm097,Alice,Fashion Accessories,45.0,2.0,2021-05-25,19:00:00,Ewallet,8.0,0.18,90.0
1825,Walm005,Fort Worth,Home And Lifestyle,44.0,3.0,2022-02-26,18:32:00,Ewallet,9.0,0.48,132.0
1826,Walm016,Brownsville,Fashion Accessories,56.0,2.0,2023-07-28,16:20:00,Ewallet,8.0,0.48,112.0
1827,Walm026,Denton,Home And Lifestyle,17.0,1.0,2020-01-11,06:59:00,Ewallet,5.0,0.48,17.0
1828,Walm002,Dallas,Fashion Accessories,38.0,3.0,2022-06-25,18:43:00,Ewallet,7.0,0.36,114.0
1829,Walm063,Georgetown,Home And Lifestyle,73.0,3.0,2021-12-25,07:31:00,Ewallet,7.0,0.33,219.0
1830,Walm001,Houston,Fashion Accessories,30.0,1.0,2020-01-27,19:13:00,Ewallet,5.0,0.36,30.0
1831,Walm008,Corpus Christi,Home And Lifestyle,76.0,1.0,2022-01-20,15:44:00,Ewallet,4.0,0.48,76.0
1832,Walm053,Conroe,Fashion Accessories,75.0,2.0,2023-11-17,20:39:00,Ewallet,9.0,0.57,150.0
1833,Walm076,Huntsville,Home And Lifestyle,42.0,1.0,2020-03-04,07:03:00,Ewallet,5.0,0.33,42.0
1834,Walm027,Abilene,Fashion Accessories,81.0,3.0,2023-01-17,09:32:00,Ewallet,8.0,0.48,243.0
1835,Walm034,College Station,Home And Lifestyle,39.0,3.0,2021-01-27,08:56:00,Ewallet,9.0,0.48,117.0
1836,Walm072,Lancaster,Fashion Accessories,70.0,2.0,2020-09-19,08:48:00,Ewallet,8.0,0.33,140.0
1837,Walm083,Farmers Branch,Home And Lifestyle,33.0,2.0,2022-08-29,13:30:00,Ewallet,9.0,0.33,66.0
1838,Walm016,Brownsville,Fashion Accessories,46.0,1.0,2020-05-21,20:26:00,Ewallet,7.0,0.48,46.0
1839,Walm019,Pasadena,Home And Lifestyle,28.0,2.0,2020-09-07,16:06:00,Ewallet,7.0,0.48,56.0
1840,Walm080,Nacogdoches,Fashion Accessories,80.0,2.0,2020-02-22,22:13:00,Ewallet,8.0,0.33,160.0
1841,Walm015,Grand Prairie,Home And Lifestyle,24.0,2.0,2023-07-28,11:58:00,Ewallet,6.0,0.48,48.0
1842,Walm058,Port Arthur,Fashion Accessories,59.0,3.0,2020-04-04,06:34:00,Ewallet,9.0,0.33,177.0
1843,Walm066,Grapevine,Home And Lifestyle,72.0,2.0,2023-07-13,13:09:00,Ewallet,4.0,0.33,144.0
1844,Walm081,Friendswood,Fashion Accessories,36.0,2.0,2021-07-26,16:36:00,Ewallet,7.0,0.33,72.0
1845,Walm028,Odessa,Home And Lifestyle,62.0,2.0,2022-03-06,13:31:00,Ewallet,9.0,0.48,124.0
1846,Walm090,Brownwood,Fashion Accessories,79.0,1.0,2023-09-29,09:44:00,Ewallet,8.0,0.33,79.0
1847,Walm036,Allen,Home And Lifestyle,61.0,1.0,2020-01-24,09:08:00,Ewallet,4.0,0.48,61.0
1848,Walm031,Lewisville,Fashion Accessories,75.0,3.0,2022-08-04,16:28:00,Ewallet,6.0,0.48,225.0
1849,Walm034,College Station,Home And Lifestyle,33.0,1.0,2021-11-12,22:55:00,Ewallet,6.0,0.48,33.0
1850,Walm043,Baytown,Fashion Accessories,67.0,2.0,2021-01-13,06:45:00,Ewallet,6.0,0.48,134.0
1851,Walm019,Pasadena,Home And Lifestyle,72.0,3.0,2023-08-20,08:49:00,Ewallet,4.0,0.48,216.0
1852,Walm080,Nacogdoches,Fashion Accessories,75.0,1.0,2023-11-14,08:15:00,Ewallet,7.0,0.33,75.0
1853,Walm043,Baytown,Home And Lifestyle,22.0,2.0,2022-09-23,20:10:00,Ewallet,6.0,0.48,44.0
1854,Walm051,New Braunfels,Fashion Accessories,30.0,2.0,2022-02-01,15:12:00,Ewallet,9.0,0.48,60.0
1855,Walm015,Grand Prairie,Home And Lifestyle,63.0,1.0,2020-07-10,22:14:00,Ewallet,8.0,0.48,63.0
1856,Walm064,Bedford,Fashion Accessories,35.0,1.0,2022-07-02,18:03:00,Ewallet,6.0,0.33,35.0
1857,Walm042,Bryan,Home And Lifestyle,38.0,2.0,2022-10-19,19:37:00,Ewallet,6.0,0.48,76.0
1858,Walm010,Laredo,Fashion Accessories,17.0,2.0,2020-09-27,17:46:00,Ewallet,6.0,0.48,34.0
1859,Walm081,Friendswood,Home And Lifestyle,57.0,1.0,2023-11-12,19:04:00,Ewallet,6.0,0.33,57.0
1860,Walm061,Cedar Park,Fashion Accessories,18.0,2.0,2020-04-27,17:58:00,Ewallet,5.0,0.33,36.0
1861,Walm052,Mansfield,Home And Lifestyle,57.0,1.0,2022-09-26,07:55:00,Ewallet,6.0,0.57,57.0
1862,Walm098,Mineral Wells,Fashion Accessories,18.0,2.0,2020-09-12,19:24:00,Ewallet,6.0,0.18,36.0
1863,Walm001,Houston,Home And Lifestyle,68.0,1.0,2020-06-10,19:09:00,Ewallet,9.0,0.36,68.0
1864,Walm024,Carrollton,Fashion Accessories,80.0,1.0,2023-09-24,17:47:00,Ewallet,8.0,0.48,80.0
1865,Walm045,Missouri City,Home And Lifestyle,72.0,3.0,2020-04-05,13:24:00,Credit Card,9.0,0.48,216.0
1866,Walm057,Euless,Fashion Accessories,63.0,3.0,2023-05-21,10:05:00,Ewallet,4.0,0.33,189.0
1867,Walm092,Lake Jackson,Home And Lifestyle,37.0,2.0,2020-02-13,09:01:00,Ewallet,4.0,0.33,74.0
1868,Walm064,Bedford,Fashion Accessories,23.0,2.0,2022-05-12,12:08:00,Ewallet,8.0,0.33,46.0
1869,Walm041,Mission,Home And Lifestyle,31.0,3.0,2022-05-28,10:40:00,Ewallet,4.0,0.48,93.0
1870,Walm048,Harlingen,Fashion Accessories,78.0,2.0,2023-05-04,11:26:00,Ewallet,8.0,0.48,156.0
1871,Walm026,Denton,Home And Lifestyle,63.0,2.0,2021-06-21,21:18:00,Ewallet,5.0,0.48,126.0
1872,Walm067,Haltom City,Fashion Accessories,40.0,2.0,2023-05-10,09:26:00,Ewallet,7.0,0.33,80.0
1873,Walm013,Irving,Home And Lifestyle,17.0,3.0,2021-02-15,09:05:00,Ewallet,9.0,0.48,51.0
1874,Walm004,Austin,Fashion Accessories,70.0,1.0,2022-04-11,20:02:00,Ewallet,8.0,0.48,70.0
1875,Walm100,Canyon,Home And Lifestyle,43.0,3.0,2022-10-19,08:11:00,Ewallet,9.0,0.18,129.0
1876,Walm005,Fort Worth,Fashion Accessories,37.0,3.0,2023-08-26,19:21:00,Ewallet,7.0,0.48,111.0
1877,Walm020,Killeen,Home And Lifestyle,43.0,1.0,2023-12-16,10:50:00,Ewallet,4.0,0.48,43.0
1878,Walm030,Richardson,Fashion Accessories,52.0,2.0,2020-12-18,19:34:00,Ewallet,8.0,0.48,104.0
1879,Walm042,Bryan,Home And Lifestyle,78.0,2.0,2020-11-16,13:57:00,Ewallet,6.0,0.48,156.0
1880,Walm090,Brownwood,Fashion Accessories,32.0,2.0,2022-07-14,06:32:00,Ewallet,6.0,0.33,64.0
1881,Walm002,Dallas,Home And Lifestyle,27.0,3.0,2023-11-06,14:37:00,Ewallet,6.0,0.36,81.0
1882,Walm027,Abilene,Fashion Accessories,26.0,2.0,2021-05-07,14:02:00,Ewallet,5.0,0.48,52.0
1883,Walm028,Odessa,Home And Lifestyle,54.0,2.0,2022-03-18,21:01:00,Ewallet,9.0,0.48,108.0
1884,Walm043,Baytown,Fashion Accessories,84.0,2.0,2020-02-07,18:13:00,Ewallet,5.0,0.48,168.0
1885,Walm022,Mesquite,Home And Lifestyle,31.0,3.0,2020-09-01,17:22:00,Ewallet,5.0,0.48,93.0
1886,Walm096,Eagle Pass,Fashion Accessories,31.0,3.0,2022-09-17,11:16:00,Ewallet,8.0,0.18,93.0
1887,Walm040,Edinburg,Home And Lifestyle,80.0,3.0,2021-09-16,11:19:00,Ewallet,5.0,0.48,240.0
1888,Walm097,Alice,Fashion Accessories,33.0,2.0,2020-09-18,22:10:00,Ewallet,9.0,0.18,66.0
1889,Walm040,Edinburg,Home And Lifestyle,21.0,2.0,2023-08-17,15:38:00,Ewallet,8.0,0.48,42.0
1890,Walm018,Frisco,Fashion Accessories,45.0,3.0,2022-03-28,09:25:00,Ewallet,4.0,0.48,135.0
1891,Walm097,Alice,Home And Lifestyle,60.0,1.0,2021-04-20,20:19:00,Ewallet,6.0,0.18,60.0
1892,Walm022,Mesquite,Fashion Accessories,24.0,1.0,2022-12-28,07:05:00,Ewallet,6.0,0.48,24.0
1924,Walm077,Coppell,Fashion Accessories,72.0,3.0,2023-08-29,16:13:00,Ewallet,8.0,0.33,216.0
1925,Walm037,League City,Home And Lifestyle,71.0,2.0,2021-03-14,08:00:00,Ewallet,9.0,0.48,142.0
1926,Walm081,Friendswood,Fashion Accessories,69.0,3.0,2020-03-27,14:56:00,Ewallet,8.0,0.33,207.0
1927,Walm028,Odessa,Home And Lifestyle,49.0,3.0,2022-10-13,06:07:00,Ewallet,4.0,0.48,147.0
1928,Walm033,Pearland,Fashion Accessories,25.0,1.0,2021-10-26,06:49:00,Ewallet,9.0,0.48,25.0
1929,Walm039,Longview,Home And Lifestyle,41.0,1.0,2021-03-03,09:07:00,Ewallet,4.0,0.48,41.0
1930,Walm033,Pearland,Fashion Accessories,68.0,3.0,2022-09-19,09:19:00,Ewallet,5.0,0.48,204.0
1931,Walm088,Cleburne,Home And Lifestyle,39.0,1.0,2023-02-15,21:04:00,Ewallet,6.0,0.33,39.0
1932,Walm020,Killeen,Fashion Accessories,63.0,3.0,2022-11-29,16:09:00,Ewallet,6.0,0.48,189.0
1933,Walm085,Kerrville,Home And Lifestyle,75.0,1.0,2023-05-28,20:11:00,Ewallet,6.0,0.33,75.0
1934,Walm005,Fort Worth,Fashion Accessories,57.0,3.0,2023-08-09,12:03:00,Ewallet,8.0,0.48,171.0
1935,Walm004,Austin,Home And Lifestyle,62.0,2.0,2023-10-26,07:52:00,Ewallet,5.0,0.48,124.0
1936,Walm072,Lancaster,Fashion Accessories,19.0,2.0,2023-01-12,10:38:00,Ewallet,6.0,0.33,38.0
1937,Walm020,Killeen,Home And Lifestyle,63.0,3.0,2021-07-30,18:46:00,Ewallet,8.0,0.48,189.0
1938,Walm063,Georgetown,Fashion Accessories,36.0,3.0,2023-02-25,06:51:00,Ewallet,5.0,0.33,108.0
